archaeological_stratigraphy.cultural_period;archaeological_stratigraphy.technocomplex;archaeological_stratigraphy.regional_technocomplex;archaeological_stratigraphy.idarchstrat;locality.x;locality.y;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;41.115954;47.814794;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;41.2;43.9;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;43.70139;49.59833;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;44.220786;36.830271;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;44.648973;48.830713;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;44.86;35.56;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;48.03183;41.8324;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;57.42;65.02361;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;59.06694;52.40028;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;70.00611;41.00861;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;70.09114;41.11372;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;71.32528;39.95333;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;83.03;51.17;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;83.1263;51.422;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;84.6775;51.3976;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;84.6907;51.3824;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;84.8129;50.912;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;85.5743;50.7228;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;91.635082;55.145608;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;102.7861;47.19697;
Middle Paleolithic;MP/ Middle Paleolithic - Eurasia;Eurasia;Middle Paleolithic - Eurasia;107.328459;50.209087;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;35.11;32.685278;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;35.3;32.6791667;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;35.32462;29.93835;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;36.54931;33.84674;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;36.63778;33.99139;
Middle Paleolithic;MP/ Middle Paleolithic - Levant;Levant;Middle Paleolithic - Levant;38.88792;35.26916;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;74.285078;27.24626;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;74.950994;19.566098;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;76.026667;22.228889;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;76.496291;16.486606;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;77.871462;22.866796;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;78.129814;15.323012;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;78.131548;15.323384;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;78.133611;15.322222;
Middle Paleolithic;MP/ Middle Paleolithic - S Asia;S Asia;Middle Paleolithic - S Asia;79.87732;13.2361;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-5.328889;43.383611;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-4.497876;36.621317;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-3.966;43.292;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-3.9333;43.397;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-3.429722;37.448889;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-2.7387;42.9713;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-2.728878;43.120807;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-2.52917;43.079221;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.4600976;43.479292;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.458583;43.482044;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.452943;43.478981;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.386768;43.36354;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.275381;49.572276;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-1.206111;43.352778;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.919562;43.135472;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.717041;43.629835;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.532729;38.981676;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.505378;45.748985;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.502094;45.039195;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.418855;45.438056;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.346467;45.708287;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.315053;43.824177;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;-0.079958;45.597426;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.293622;45.507384;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.33567;45.840329;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.371832;42.927973;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.422003;45.684103;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.431874;45.740747;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.446667;45.67;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.480362;45.678805;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.53604;43.055293;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.6861361;52.5192528;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.840563;46.691766;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.850479;44.75279;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.938124;44.951776;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;0.977979;44.89517;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.01614;44.936467;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.059966;44.994829;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.103853;45.011664;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.106591;44.947518;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.159131;44.809444;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.1594444;44.808889;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.183333;45.05;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.221233;44.804684;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.248703;44.868487;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.252997;44.858736;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.254507;44.858401;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.345606;44.771609;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.642581;44.621298;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.687714;44.876506;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.706292;43.99454;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.7743;41.2235;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.850787;44.622971;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;1.85091;44.697025;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;2.575;44.408333;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;2.608161;46.495254;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;2.866667;43.333333;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.038866;42.999675;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.112385;46.518383;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.25951;43.981994;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.638542;46.411875;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.762524;47.590571;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.762754;47.590598;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.763022;47.590457;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;3.829562;43.793359;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.3189102;47.534878;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.333187;43.924079;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.4945;50.0496;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.543658;44.324371;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.547035;44.319764;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.547894;44.322575;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.6745163;50.4802186;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.686993;44.68264;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.722455;46.310987;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;4.771361;44.469556;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;5.0092;50.4471;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;5.474949;46.470241;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;5.57075;47.130415;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;5.7;50.56;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;5.735464;43.321202;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;6.055859;43.700349;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;6.659174;50.545564;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;6.8991;46.9598;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.047115;43.700453;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.12;47.43;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.3;47.41;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.533495;43.784035;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.534446;43.784105;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.535117;43.783844;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.535219;43.783937;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.624766;48.578703;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;7.871944;51.339167;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;8.18;45.42;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;8.37;44.19;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;9.0866;51.19063;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;9.211935;48.176788;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;9.244974;48.790701;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;9.7713;48.3983;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;9.8008333;48.405;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;10.1551;48.5543;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;10.1725;48.5491667;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;10.905175;45.5918667;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;10.9991167;45.4930333;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.001069;45.5412722;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.122;42.57;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.18;42.36;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.3;45.26;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.393722;51.817794;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.6;45.47;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;11.784569;48.934667;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;12.88;46.24;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;13.1;41.24;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;13.477;41.24;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;13.545645;46.064499;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;14.0397;41.6321;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;14.1298;41.2314;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.35;40.0221;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.38;40;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.387452;39.997665;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.395707;48.446733;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.475284;40.0396;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.5533;41.6904;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.8636111;46.1652778;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;15.8742;45.8416;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;16.0717056;46.2991611;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;16.220886;43.567436;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;16.52;41.18;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;16.767;40.573;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;17.56;40.3;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;17.58;40.7;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;17.95;40.16;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;17.96;40.15;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;17.9948;40.1376;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;18.2;39.9;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;18.25;40;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;18.481;42.779;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;19.3503;42.506;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;19.831667;50.196667;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;20.0786;44.1909;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;20.126131;49.428689;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;20.21;43.62;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;20.388812;49.021708;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;20.84;39.24;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;21.54;43.1;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;21.679444;39.680833;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;22.1915;45.4902;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;22.3695;36.679;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;22.703547;43.65217;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;22.807555;37.689788;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;23.167351;48.173072;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;23.384602;43.089643;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;25.429722;42.947222;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;26.61986;48.50369;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;27.186391;48.576552;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;34.66;45.16;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;38.55291;44.81406;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;38.91667;47.21667;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;40.6;44.2;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;42.75731;42.27991;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;42.76183;42.28362;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;42.8525;42.272778;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;43.260541;42.313986;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;43.280426;42.330045;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;43.346354;42.337809;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;43.672042;42.526857;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;43.721944;42.46111;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;47.4354;34.3953;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;67.0467;38.2894;
Middle Paleolithic;MP/ Mousterian - Eurasia;Eurasia;Mousterian - Eurasia;84.5656;51.467;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;-8.872506;31.854981;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;-7.873;32.855;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;-6.898;33.979;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;-1.8731;34.7181;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;6.6;36.35;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;9.5825;34.6597;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;10.0167;34.1167;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;29.167;25.5167;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;30.5666667;37.0833333;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.5712778;38.2817778;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.7789;30.8422;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.927;31.916;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.935529;32.557755;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.966108;32.670532;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.9672;32.6707;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.975534;32.736373;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.978732;32.737281;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;34.9833333;32.7666667;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.2166667;32.933333;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.3;32.6791667;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.4974;32.8906;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.5016;32.87213;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.6309;33.0267;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.640847;33.914028;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;35.816278;33.128351;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;36.63778;33.99139;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;38.81667;35.15;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;38.85935;35.20477;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;38.88792;35.26916;
Middle Paleolithic;MP/ Mousterian - Levant;Levant;Mousterian - Levant;45.32694;35.50528;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-1.4600976;43.479292;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-0.505378;45.748985;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-0.418855;45.438056;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-0.402527;47.993957;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-0.346467;45.708287;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;-0.17321;46.999918;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.235603;46.60747;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.293622;45.507384;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.355811;46.617762;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.480362;45.678805;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.850469;44.753277;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;0.938124;44.951776;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;1.059966;44.994829;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;1.159131;44.809444;
Middle Paleolithic;MP/ Mousterian of Acheulean Tradition;Eurasia;Mousterian of Acheulean Tradition;1.221233;44.804684;
