assemblage.name;assemblage.created;country_continent.continent;locality.idlocality;locality.country;locality.created;
Chagyrskaya human remains 50;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 51;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya human remains 52;29.07.2022;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya spoil large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 1 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 3 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 4 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 5 large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 5 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6a large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6a small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6b large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6b small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6c large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6c/1 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 6c/2 small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 7 large mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Chagyrskaya stratum 7a-c small mammal fauna;15.04.2019;Asia;Chagyrskaya;Russia;19.10.2011;
Combined cultural horizons archaeological assemblage;06.11.2021;Asia;Yana RHS;Russia;05.11.2021;
Complex A (C) archaeological assemblage;18.10.2021;Asia;Kamenka;Russia;18.10.2021;
Complex B archaeological assemblage;18.10.2021;Asia;Kamenka;Russia;18.10.2021;
Component I archaeological assemblage;21.09.2021;Asia;Masterov Kliuch;Russia;21.09.2021;
Component II archaeological assemblage;21.09.2021;Asia;Masterov Kliuch;Russia;21.09.2021;
Component III archaeological assemblage;21.09.2021;Asia;Masterov Kliuch;Russia;21.09.2021;
Cultural Horizon 1;10.07.2020;Asia;Khotylevo I;Russia;29.06.2020;
Cultural Horizon 1 2016 Excavation;31.07.2020;Asia;Betovo;Russia;01.07.2020;
Cultural Horizon 2;10.07.2020;Asia;Khotylevo I;Russia;29.06.2020;
Cultural Horizon 2 2016 Excavation;31.07.2020;Asia;Betovo;Russia;01.07.2020;
Cultural Horizon 3;10.07.2020;Asia;Khotylevo I;Russia;29.06.2020;
Cultural Horizon 4;10.07.2020;Asia;Khotylevo I;Russia;29.06.2020;
Cultural Horizon 4 2017 season;10.07.2020;Asia;Khotylevo I;Russia;29.06.2020;
Cultural horizon 1 and 2 archaeological assemblage;23.09.2021;Asia;Podzvonkaya - South-Eastern complex;Russia;23.09.2021;
Cultural horizon 1 archaeological assemblage;18.02.2021;Asia;Bolshie Allaki-2;Russia;18.02.2021;
Cultural horizon 1 archaeological assemblage;23.09.2021;Asia;Podzvonkaya - Lower complex;Russia;23.09.2021;
Cultural horizon 1 archaeological assemblage;07.10.2021;Asia;Bolshoi Zangisan;Russia;07.10.2021;
Cultural horizon 1 archaeological assemblage;07.10.2021;Asia;Tuyana;Russia;07.10.2021;
Cultural horizon 1 collection I archaeological assemblage;17.02.2021;Asia;Zaozerye;Russia;17.02.2021;
Cultural horizon 2 archaeological assemblage;18.02.2021;Asia;Bolshie Allaki-2;Russia;18.02.2021;
Cultural horizon 2 archaeological assemblage;23.09.2021;Asia;Podzvonkaya - Lower complex;Russia;23.09.2021;
Cultural horizon A archaeological assemblage;08.12.2021;Asia;Ust-Mil II;Russia;08.12.2021;
Cultural horizon B archaeological assemblage;08.12.2021;Asia;Ust-Mil II;Russia;08.12.2021;
Cultural horizon C archaeological assemblage;08.12.2021;Asia;Ust-Mil II;Russia;08.12.2021;
Cultural horizon I archaeological assemblage;08.03.2021;Asia;Kostenki 17;Russia;08.03.2021;
Cultural horizon II archaeological assemblage;08.03.2021;Asia;Kostenki 17;Russia;08.03.2021;
Cultural horizon IVa archaeological assemblage;03.03.2021;Asia;Kostenki 14;Russia;09.09.2014;
Cultural horizon IVb archaeological assemblage;03.03.2021;Asia;Kostenki 14;Russia;09.09.2014;
Cultural horizon archaeological assemblage;18.03.2021;Asia;Sukhaya Mechetka;Russia;18.03.2021;
Cultural horizon archaeological assemblage;11.11.2021;Asia;Pokrovka II;Russia;11.11.2021;
Cultural horizon archaeological assemblage;03.12.2021;Asia;Kurchatovskii zaliv;Russia;03.12.2021;
Cultural horizon archaeological assemblage;10.12.2021;Asia;Ust-Kova;Russia;10.12.2021;
Cultural horizon archaeological assemblage;15.12.2021;Asia;Ezhantsy;Russia;15.12.2021;
Cultural horizon archaeological assemblage;17.12.2021;Asia;Makarovo-4;Russia;17.12.2021;
Cultural horizon archaeological assemblage;15.03.2022;Asia;Malta;Russia;14.03.2022;
Cultural layer 1 archaeological assemblage;29.10.2021;Asia;Barun-Alan-1;Russia;29.10.2021;
Cultural layer 1 archaeological assemblage;14.11.2021;Asia;Ust-Izhul;Russia;14.11.2021;
Cultural layer 1 archaeological assemblage;23.01.2023;Asia;Sabanikha;Russia;23.01.2023;
Cultural layer 1a archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer 1b archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer 2 archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer 2 archaeological assemblage;29.10.2021;Asia;Barun-Alan-1;Russia;29.10.2021;
Cultural layer 2 archaeological assemblage;14.11.2021;Asia;Ust-Izhul;Russia;14.11.2021;
Cultural layer 3 archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer 4 archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer 5 archaeological assemblage;22.04.2021;Asia;Borshchevo 5;Russia;22.04.2021;
Cultural layer I archaeological assemblage;10.03.2021;Asia;Kostenki 12;Russia;09.09.2014;
Cultural layer I archaeological assemblage;16.03.2021;Asia;Kostenki 21;Russia;16.03.2021;
Cultural layer I archaeological assemblage;24.03.2021;Asia;Kostenki 8;Russia;24.03.2021;
Cultural layer I archaeological assemblage;23.01.2023;Asia;Byki-7;Russia;23.01.2023;
Cultural layer I archaeological assemblage;23.01.2023;Asia;Malaya Syya;Russia;23.01.2023;
Cultural layer II archaeological assemblage;16.03.2021;Asia;Kostenki 21;Russia;16.03.2021;
Cultural layer II archaeological assemblage;24.03.2021;Asia;Kostenki 8;Russia;24.03.2021;
Cultural layer II archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer II archaeological assemblage;23.01.2023;Asia;Byki-7;Russia;23.01.2023;
Cultural layer III archaeological assemblage;24.03.2021;Asia;Kostenki 8;Russia;24.03.2021;
Cultural layer III archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer III, archaeological assemblage of dwelling structures (1957-1964 excavations);16.03.2021;Asia;Kostenki 21;Russia;16.03.2021;
Cultural layer III, archaeological assemblage of southern complex (1971 excavations);16.03.2021;Asia;Kostenki 21;Russia;16.03.2021;
Cultural layer IV archaeological assemblage;24.03.2021;Asia;Kostenki 8;Russia;24.03.2021;
Cultural layer IV archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer Ia archaeological assemblage;10.03.2021;Asia;Kostenki 12;Russia;09.09.2014;
Cultural layer Ia archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer Ia archaeological assemblage;23.01.2023;Asia;Byki-7;Russia;23.01.2023;
Cultural layer Ib archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer Ib archaeological assemblage;23.01.2023;Asia;Byki-7;Russia;23.01.2023;
Cultural layer Ic archaeological assemblage;23.01.2023;Asia;Byki-7;Russia;23.01.2023;
Cultural layer V archaeological assemblage;20.04.2021;Asia;Kostenki 11;Russia;19.04.2021;
Cultural layer archaeological assemblage;11.03.2021;Asia;Kostenki 15;Russia;09.09.2014;
Cultural layer archaeological assemblage;29.03.2021;Asia;Kostenki 9;Russia;25.03.2021;
Cultural layers II and III archaeological assemblage;10.03.2021;Asia;Kostenki 12;Russia;09.09.2014;
Culture bearing layer 1 archaeological assemblage;31.10.2021;Asia;Gerasimova I;Russia;31.10.2021;
Culture bearing layer 1 archaeological assemblage;01.11.2021;Asia;Mamony II;Russia;01.11.2021;
Culture bearing layer 2 archaeological assemblage;31.10.2021;Asia;Gerasimova I;Russia;31.10.2021;
Culture bearing layer 2 archaeological assemblage;01.11.2021;Asia;Mamony II;Russia;01.11.2021;
Deniscova, layer 11.1, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 11.2, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 11.3, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 11.4, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 12.2/12.1, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 12.3/12.2, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 13, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 14, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 15, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 16, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 17.1, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 17.2, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 9.1, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 9.2, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Deniscova, layer 9.3, pollen;25.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 11;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 14;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 15;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 17;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 18;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 19;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 20;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 21;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 3;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 5;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 6;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 8;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova 9;14.07.2022;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova Central chamber human remains 01;15.04.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Central chamber human remains 02;15.04.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Central chamber human remains 03;15.04.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Central chamber human remains 04;15.04.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Central chamber human remains 05;15.04.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova East chamber Layer 11.1 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 11.2 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 11.3 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 11.4 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 12 Fauna;20.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 12.1 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 12.2 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 12.3 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 13 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 14 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 15 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 17.1 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova East chamber Layer 9 Fauna;15.05.2020;Asia;Denisova East chamber;Russia;01.04.2020;
Denisova Layer 11 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 11_pit archaeology;11.02.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 12 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 14 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 17 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 19 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 20 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 21 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 22 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova Layer 9 archaeology;30.01.2020;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova cc flora assemblage layer 22;21.02.2017;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 09a Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 09b Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 09c Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 11 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 11a Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 11b1 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 11b2 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 12 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 13 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 14 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 17 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 19 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 20 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 21 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 22 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova central chamber Layer 9 Fauna;14.11.2019;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 5;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 1, sample 6;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 10, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 10, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 11, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 11, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 12, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 12, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 12, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 5;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 2, sample 6;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 5;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 3, sample 6;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 4, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 4, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 4, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 4, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 5, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 6, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 6, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 6, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 6, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 7, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 7, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 7, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 7, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 7, sample 5;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 8, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 8, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 8, sample 3;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 8, sample 4;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 9, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon I, zone 9, sample 2;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 13.1, sample 1;19.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 13.2, sample 1;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 13.2, sample 2;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 13.2, sample 3;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 13.2, sample 4;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 1;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 10;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 11;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 12;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 2;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 3;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 4;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 5;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 6;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 7;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 8;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon II, zone 14, sample 9;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 15, sample 1;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 15, sample 2;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 15, sample 3;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 15, sample 4;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 16, sample 1;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 16, sample 2;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 16, sample 3;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon III, zone 16, sample 4;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon IV, zone 17, sample 1;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon IV, zone 17, sample 2;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
Denisova, horizon IV, zone 17, sample 3;15.07.2022;Asia;Denisova Central chamber;Russia;21.02.2017;
