"","assemblage.name","assemblage.category","country_continent.continent","locality.idlocality","locality.x","locality.y","query_age_min","query_age_max"
"3724","Die Kelders Layer 8 Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3725","Die Kelders Layer 7 Archaeological Assemblage","raw material, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3726","Die Kelders Layer 6/7 Archaeological Assemblage","miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3727","Die Kelders Layer 6 Archaeological Assemblage","raw material, miscellaneous finds, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3728","Die Kelders Layer 5 Archaeological Assemblage","raw material, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3729","Die Kelders Layer 4 Archaeological Assemblage","raw material, miscellaneous finds, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3730","Die Kelders Layer 15 Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3731","Die Kelders Layer 14 Archaeological Assemblage","raw material, miscellaneous finds, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3732","Die Kelders Layer 13 Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3733","Die Kelders Layer 12 Archaeological Assemblage","raw material, miscellaneous finds, technology, typology","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3734","Die Kelders Layer 11 Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3735","Die Kelders Layer 10 Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3736","DK1 M2 Layer 10 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3737","DK1 M2 Layer 11 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3738","DK1 M2 Layer 12 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3739","DK1 M2 Layer 13 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3740","DK1 M2 Layer 14 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3741","DK1 M2 Layer 15 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3742","DK1 M2 Layer 4/5 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3743","DK1 M2 Layer 6 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3744","DK1 M2 Layer 7 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3745","DK1 M2 Layer 8 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3746","DK1 M2 Layer 9 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3747","DK1 M3 Layer 3 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,0,95300
"3748","DK1 M4 Layer 2 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,0,95300
"3749","DK1 M5 Layer 1 fauna","paleofauna","Africa","Die Kelders",19.3765,-34.5458,0,11780
"3750","DK1 Member 2 Human remains 01","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3751","DK1 Member 2 Human remains 02","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3752","DK1 Member 2 Human remains 03","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3753","DK1 Member 2 Human remains 04","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3754","DK1 Member 2 Human remains 05","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3755","DK1 Member 2 Human remains 06","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3756","DK1 Member 2 Human remains 07","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3757","DK1 Member 2 Human remains 08","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3758","DK1 Member 2 Human remains 09","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3759","DK1 Member 2 Human remains 10","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3760","DK1 Member 2 Human remains 11","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3761","DK1 Member 2 Human remains 12","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3762","DK1 Member 2 Human remains 13","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3763","DK1 Member 2 Human remains 14","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3764","DK1 Member 2 Human remains 15","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3765","DK1 Member 2 Human remains 16","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3766","DK1 Member 2 Human remains 17","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3767","DK1 Member 2 Human remains 18","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3768","DK1 Member 2 Human remains 19","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3769","DK1 Member 2 Human remains 20","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3770","DK1 Member 2 Human remains 21","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3771","DK1 Member 2 Human remains 22","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3772","DK1 Member 2 Human remains 23","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3773","DK1 Member 2 Human remains 24","human remains","Africa","Die Kelders",19.3765,-34.5458,45500,95300
"3774","Diepkloof SU Kate Archaeological Assemblage","feature, function, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,115000
"3775","Diepkloof SU Keeno Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,119000
"3776","Diepkloof SU Kegan Archaeological Assemblage","feature, function, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,119000
"3777","Diepkloof SU Kenny Archaeological Assemblage","feature, function, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,119000
"3778","Diepkloof SU Kerry Archaeological Assemblage","feature, function, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,115000
"3779","Diepkloof SU Kim Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3780","Diepkloof SU Larry Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3781","Diepkloof SU Lauren Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,118000
"3782","Diepkloof SU Leo-Liz Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,110000
"3783","Diepkloof SU Logan Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,110000
"3784","Diepkloof SU Lynn Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,110000
"3785","Diepkloof SU Mike Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,118000
"3786","Diepkloof SU Denzel Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3787","Diepkloof SU Deon Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3788","Diepkloof Early HP Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3789","Diepkloof HB George Human Remains 01","human remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3790","Diepkloof HP Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3791","Diepkloof HP Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,75000,98000
"3792","Diepkloof HP Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,80000,98000
"3793","Diepkloof HP Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3794","Diepkloof Intermediate HP Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,75000,98000
"3795","Diepkloof SU Edgar Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3796","Diepkloof SU Eric Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3797","Diepkloof SU Ester Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3798","Diepkloof SU Eve Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3799","Diepkloof SU Fiona Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,76000,98000
"3800","Diepkloof SU Fox-Fanie Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,76000,94000
"3801","Diepkloof SU Frank Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,75000,94000
"3802","Diepkloof SU Frans Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3803","Diepkloof SU Fred Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,75000,91000
"3804","Diepkloof SU Gavin Human Remains 01","human remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3805","Diepkloof LSA Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,200,30000
"3806","Diepkloof SU Gavin Human Remains 02","human remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3807","Diepkloof SU Governor Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,76000,98000
"3808","Diepkloof Late HP Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3809","Diepkloof Lower MSA Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,118000
"3810","Diepkloof Lower MSA Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,96000,300000
"3811","Diepkloof SU Jack Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,80000,98000
"3812","Diepkloof SU Jeff Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,76000,98000
"3813","Diepkloof SU Jess Archaeological Assemblage","feature, function, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3814","Diepkloof SU John Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,76000,98000
"3815","Diepkloof SU Joy Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,80000,98000
"3816","Diepkloof SU Jude Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,80000,98000
"3817","Diepkloof SU Julia Archaeological Assemblage","feature, function, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,95000,115000
"3818","Diepkloof MSA-Jack Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,80000,98000
"3819","Diepkloof SB Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3820","Diepkloof MSA-Mike Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,118000
"3821","Diepkloof MSA-Mike Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,118000
"3822","Diepkloof Post-HP Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3823","Diepkloof SB Deposits Plant Remains","plant remains","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,110000
"3824","Diepkloof Pre-SB Lynn Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,90000,110000
"3825","Diepkloof SB Deposits Faunal Remains","paleofauna","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,99000,119000
"3826","Diepkloof SU Claude Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3827","Diepkloof SU Danny Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,30000,57000
"3828","Diepkloof SU Darryl Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3829","Diepkloof SU Dean Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3830","Diepkloof SU Debbie Archaeological Assemblage","feature, miscellaneous finds, raw material, symbolic artifacts, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3831","Diepkloof SU Eben-Hb Eve Archaeological Assemblage","feature, miscellaneous finds, raw material, technology, typology","Africa","Diepkloof Rock Shelter",18.4529778,-32.386894,58000,91000
"3832","DIK-2 Fauna","paleofauna","Africa","Dikika",40.6,11.05,3400000,3800000
"3833","DIK-1 Fauna","paleofauna","Africa","Dikika",40.6,11.05,2900000,3160000
"3834","DIK-1 hominids","human remains","Africa","Dikika",40.6,11.05,3320000,3400000
"3835","Dingcun 54100 layer 006 human remains 01","human remains","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3836","Dingcun 54100 layer 006 human remains 02","human remains","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3837","Dingcun 54100 layer 006 human remains 03","human remains","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3838","Dingcun 54100 layer 006 human remains 04","human remains","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3839","Dingcun 54100 mollusc fauna","paleofauna","Asia","Dingcun 54100",111.425934,35.829317,129000,774000
"3840","Dingcun 54100 Cultural Layer 006 Wang","raw material, technology, typology","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3841","Dingcun 54100 Cultural Layer 006 Zhang","technology, typology","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3842","Dingcun 54100 layer 006 fauna","paleofauna","Asia","Dingcun 54100",111.425934,35.829317,83400,127000
"3843","Dingcun 7701 Cultural Layer 1","organic tools, raw material, technology, typology","Asia","Dingcun 7701",111.411239,35.850922,25600,27800
"3844","Dingcun 7902 Cultural Layer 2","raw material, technology, typology","Asia","Dingcun 7902",111.437549,35.856766,247000,247000
"3845","Dingcun 8001 Cultural Layer 4+5","raw material, technology, typology","Asia","Dingcun 8001",111.417605,35.841209,83400,127000
"3846","Dingcun 8001 Cultural Layer 4+5","raw material, technology, typology","Asia","Dingcun 8001",111.417605,35.841209,70000,140000
"3847","Dingcun Formation surveys found in 1953-54","raw material, technology, typology","Asia","Dingcun Complex",111.416667,35.85,130000,240000
"3848","Divje babe I Layer 13-14 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,78000,85000
"3849","Divje babe I Layer 16 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,78000,85000
"3850","Divje babe I Layer 2 finds","organic tools, raw material, technology, typology","Europe","Divje babe I",13.545645,46.064499,33000,38000
"3851","Divje babe I Layer 20 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,100000,110000
"3852","Divje babe I Layer 6 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,48000,52000
"3853","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,48000,52000
"3854","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,48000,55000
"3855","Divje babe I Layer 10 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,65000,75000
"3856","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,60000,70000
"3857","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,65000,75000
"3858","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,78000,85000
"3859","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,85000,100000
"3860","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,100000,110000
"3861","Divje babe I Layer 7 finds","organic tools","Europe","Divje babe I",13.545645,46.064499,48000,55000
"3862","Divje babe I Layer 8 finds","organic tools, symbolic artifacts","Europe","Divje babe I",13.545645,46.064499,58000,65000
"3863","Divje babe I Layer 6-20 finds","feature","Europe","Divje babe I",13.545645,46.064499,58000,65000
"3864","3","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3865","9","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3866","8","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3867","7","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3868","6","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3869","5","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3870","4","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3871","2","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3872","15","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3873","14","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3874","13","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3875","12","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3876","11","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3877","10","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3878","1","plant remains","Asia","Djapareuli",41.854756,41.959055,400000,850000
"3879","Djruchula Cave Niveau II human remains","human remains","Asia","Djruchula Cave",43.346354,42.337809,176000,285000
"3880","Djruchula Cave Niveau II human remains","human remains","Asia","Djruchula Cave",43.346354,42.337809,176000,780000
"3881","Djruchula Cave Niveau I Upper Archaeological Assemblage","raw material, technology, typology","Asia","Djruchula Cave",43.346354,42.337809,123000,153000
"3882","Djruchula Cave Niveau II Lower Archaeological Assemblage","raw material, technology, typology","Asia","Djruchula Cave",43.346354,42.337809,176000,285000
"3883","Dmanisi Main Sector Human Remains 02","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3884","Dmanisi Main Sector Human Remains 03","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3885","Dmanisi Main Sector Human Remains 04","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3886","Dmanisi Main Sector Human Remains 05","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3887","Dmanisi Main Sector Unit B Lithics","raw material, technology, typology","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3888","Dmanisi Main Sector Botanical Remains","plant remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3889","Dmanisi Main Sector D2282 Human Remains","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3890","Dmanisi Main Sector Fauna Unit A2b","paleofauna","Asia","Dmanisi Main Sector",44.344892,41.336775,1770000,1860000
"3891","Dmanisi Main Sector D211 Human Remains","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3892","Dmanisi Main Sector D2280 Human Remains","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3893","Dmanisi Main Sector Fauna Unit B2a+B1c","paleofauna","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3894","Dmanisi Main Sector Fauna Units B1b+B1a","paleofauna","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3895","Dmanisi Main Sector Human Remains 01","human remains","Asia","Dmanisi Main Sector",44.344892,41.336775,1070000,1770000
"3896","Dmanisi Sector M5 Unit A Archaeological Assemblage","raw material, technology, typology","Asia","Dmanisi Sector M5",44.3438889,41.3361111,1770000,1860000
"3897","Dmanisi Sector M5 Unit B Archaeological Assemblage","raw material, technology, typology","Asia","Dmanisi Sector M5",44.3438889,41.3361111,NA,1770000
"3898","Dmitrov_flora","plant remains","Asia","Dmitrov",37.534111,56.345722,-1,-1
"3899","Cultural layer 2 lithic assemblage","technology, typology","Asia","Dodekatym-2",70.16358,41.57233,0,11700
"3900","Cultural layer 1 lithic assemblage",NA,"Asia","Dodekatym-2",70.16358,41.57233,0,11700
"3901","Cultural layer 4 lithic assemblage","raw material, technology, typology","Asia","Dodekatym-2",70.16358,41.57233,22000,43000
"3902","Cultural layer 5 lithic assemblage","technology, typology","Asia","Dodekatym-2",70.16358,41.57233,21670,23990
"3903","Cultural layer 3 lithic assemblage","raw material, technology, typology","Asia","Dodekatym-2",70.16358,41.57233,0,11700
"3904","Dokchon human remains 03","human remains","Asia","Dokchon (Soongnisan)",125.7,39.2,11800,781000
"3905","Dokchon human remains 04","human remains","Asia","Dokchon (Soongnisan)",125.7,39.2,11800,781000
"3906","Dokchon human remains 01","human remains","Asia","Dokchon (Soongnisan)",125.7,39.2,11800,781000
"3907","Dokchon human remains 02","human remains","Asia","Dokchon (Soongnisan)",125.7,39.2,11800,781000
"3908","DV 1","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3909","DV 28","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3910","DV 31","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3911","DV 35","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3912","DV 7","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3913","DV 8","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3914","DV 9","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3915","DV I, Fauna","animal remains, paleofauna","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3916","DV 32","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3917","DV 27","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3918","DV 5","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3919","DV 29","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3920","DV 37","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3921","DV 38","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3922","DV 26","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3923","DV 4","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3924","DV 25","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3925","DV 30","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3926","DV 3","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3927","DV 24","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3928","DV 23","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3929","DV 10","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3930","DV 6","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3931","DV 2","human remains","Europe","Dolni Vestonice I",16.628,48.882,-1,-1
"3932","DV II, pollen","plant remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3933","DV 17","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3934","DV 16","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3935","DV 15","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3936","DV 14","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3937","DV 13","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3938","DV 12","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3939","DV 11","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3940","DV 33","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3941","DV 34","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3942","DV 36","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3943","DV 39","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3944","DV 40","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3945","DV 41","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3946","DV 42","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3947","DV 43","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3948","DV 44","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3949","DV 45","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3950","DV 46","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3951","DV 47","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3952","DV 48","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3953","DV 49","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3954","DV 50","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3955","DV 51","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3956","DV 52","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3957","DV 53","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3958","DV 54","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3959","DV 55","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
"3960","DV 56","human remains","Europe","Dolni Vestonice II",16.628,48.882,-1,-1
