"","assemblage.name","assemblage.category","country_continent.continent","locality.idlocality","locality.x","locality.y","query_age_min","query_age_max"
"15098","Monticchio_Neotoma_730.3","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15099","Monticchio_Neotoma_7306","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15100","Monticchio_Neotoma_7322.8","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15101","Monticchio_Neotoma_7329.1","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15102","Monticchio_Neotoma_7345.3","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15103","Monticchio_Neotoma_736","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15104","Monticchio_Neotoma_736.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15105","Monticchio_Neotoma_7365.5","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15106","Monticchio_Neotoma_737.9","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15107","Monticchio_Neotoma_7372.5","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15108","Monticchio_Neotoma_7378","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15109","Monticchio_Neotoma_7382.2","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15110","Monticchio_Neotoma_740.3","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15111","Monticchio_Neotoma_7404.2","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15112","Monticchio_Neotoma_741","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15113","Monticchio_Neotoma_7416","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15114","Monticchio_Neotoma_7417.3","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15115","Monticchio_Neotoma_7427","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15116","Monticchio_Neotoma_7436.3","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15117","Monticchio_Neotoma_7439","plant remains","Europe","Monticchio",15.608333,40.944444,94000,107000
"15118","Monticchio_Neotoma_7445.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15119","Monticchio_Neotoma_745.6","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15120","Monticchio_Neotoma_7455.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15121","Monticchio_Neotoma_7460.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15122","Monticchio_Neotoma_7464.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15123","Monticchio_Neotoma_747","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15124","Monticchio_Neotoma_7477.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15125","Monticchio_Neotoma_7480.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15126","Monticchio_Neotoma_7482","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15127","Monticchio_Neotoma_749.2","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15128","Monticchio_Neotoma_7495.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15129","Monticchio_Neotoma_752","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15130","Monticchio_Neotoma_757","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15131","Monticchio_Neotoma_757.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15132","Monticchio_Neotoma_761","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15133","Monticchio_Neotoma_764.7","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15134","Monticchio_Neotoma_765","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15135","Monticchio_Neotoma_769","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15136","Monticchio_Neotoma_773","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15137","Monticchio_Neotoma_773.1","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15138","Monticchio_Neotoma_7733","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15139","Monticchio_Neotoma_774","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15140","Monticchio_Neotoma_7753.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15141","Monticchio_Neotoma_776","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15142","Monticchio_Neotoma_7772.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15143","Monticchio_Neotoma_7780.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15144","Monticchio_Neotoma_7788","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15145","Monticchio_Neotoma_779.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15146","Monticchio_Neotoma_7792.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15147","Monticchio_Neotoma_7796.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15148","Monticchio_Neotoma_7798","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15149","Monticchio_Neotoma_7807.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15150","Monticchio_Neotoma_7811.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15151","Monticchio_Neotoma_7814.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15152","Monticchio_Neotoma_7819","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15153","Monticchio_Neotoma_7822.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15154","Monticchio_Neotoma_7827","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15155","Monticchio_Neotoma_7829.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15156","Monticchio_Neotoma_7832.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15157","Monticchio_Neotoma_784.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15158","Monticchio_Neotoma_7853.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15159","Monticchio_Neotoma_7862.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15160","Monticchio_Neotoma_7869.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15161","Monticchio_Neotoma_787","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15162","Monticchio_Neotoma_7872.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15163","Monticchio_Neotoma_7876.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15164","Monticchio_Neotoma_7879.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15165","Monticchio_Neotoma_788.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15166","Monticchio_Neotoma_788.7","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15167","Monticchio_Neotoma_7890.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15168","Monticchio_Neotoma_7893.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15169","Monticchio_Neotoma_7901.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15170","Monticchio_Neotoma_7906.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15171","Monticchio_Neotoma_7908.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15172","Monticchio_Neotoma_7910.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15173","Monticchio_Neotoma_7912.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15174","Monticchio_Neotoma_792.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15175","Monticchio_Neotoma_793","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15176","Monticchio_Neotoma_7931.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15177","Monticchio_Neotoma_7934.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15178","Monticchio_Neotoma_7941","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15179","Monticchio_Neotoma_7941.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15180","Monticchio_Neotoma_7944.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15181","Monticchio_Neotoma_7950.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15182","Monticchio_Neotoma_7953.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15183","Monticchio_Neotoma_7959.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15184","Monticchio_Neotoma_7967.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15185","Monticchio_Neotoma_797.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15186","Monticchio_Neotoma_7972.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15187","Monticchio_Neotoma_7973","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15188","Monticchio_Neotoma_798.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15189","Monticchio_Neotoma_798.7","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15190","Monticchio_Neotoma_7983.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15191","Monticchio_Neotoma_7998","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15192","Monticchio_Neotoma_80","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15193","Monticchio_Neotoma_8000.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15194","Monticchio_Neotoma_801.9","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15195","Monticchio_Neotoma_8010","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15196","Monticchio_Neotoma_8019","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15197","Monticchio_Neotoma_802.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15198","Monticchio_Neotoma_8023.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15199","Monticchio_Neotoma_8028.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15200","Monticchio_Neotoma_8037","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15201","Monticchio_Neotoma_8038.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15202","Monticchio_Neotoma_804.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15203","Monticchio_Neotoma_8043.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15204","Monticchio_Neotoma_805.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15205","Monticchio_Neotoma_8050.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15206","Monticchio_Neotoma_806.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15207","Monticchio_Neotoma_8062","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15208","Monticchio_Neotoma_8065","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15209","Monticchio_Neotoma_8068.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15210","Monticchio_Neotoma_8071.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15211","Monticchio_Neotoma_808.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15212","Monticchio_Neotoma_8081.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15213","Monticchio_Neotoma_8087.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15214","Monticchio_Neotoma_8091.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15215","Monticchio_Neotoma_8096.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15216","Monticchio_Neotoma_810.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15217","Monticchio_Neotoma_8100.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15218","Monticchio_Neotoma_8105.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15219","Monticchio_Neotoma_8106.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15220","Monticchio_Neotoma_811.2","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15221","Monticchio_Neotoma_8114.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15222","Monticchio_Neotoma_8119.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15223","Monticchio_Neotoma_812.9","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15224","Monticchio_Neotoma_814.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15225","Monticchio_Neotoma_8147","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15226","Monticchio_Neotoma_816.9","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15227","Monticchio_Neotoma_8160","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15228","Monticchio_Neotoma_8169","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15229","Monticchio_Neotoma_817.3","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15230","Monticchio_Neotoma_818.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15231","Monticchio_Neotoma_8182.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15232","Monticchio_Neotoma_8187.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15233","Monticchio_Neotoma_8197.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15234","Monticchio_Neotoma_820.4","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15235","Monticchio_Neotoma_8201.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15236","Monticchio_Neotoma_8204.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15237","Monticchio_Neotoma_8213.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15238","Monticchio_Neotoma_8219.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15239","Monticchio_Neotoma_8224.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15240","Monticchio_Neotoma_823.2","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15241","Monticchio_Neotoma_823.8","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15242","Monticchio_Neotoma_8236","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15243","Monticchio_Neotoma_8249","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15244","Monticchio_Neotoma_8256","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15245","Monticchio_Neotoma_826.2","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15246","Monticchio_Neotoma_8263","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15247","Monticchio_Neotoma_8267.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15248","Monticchio_Neotoma_827.3","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15249","Monticchio_Neotoma_8275.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15250","Monticchio_Neotoma_828.5","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15251","Monticchio_Neotoma_8280.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15252","Monticchio_Neotoma_8286.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15253","Monticchio_Neotoma_829.1","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15254","Monticchio_Neotoma_8295","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15255","Monticchio_Neotoma_8303","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15256","Monticchio_Neotoma_8306","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15257","Monticchio_Neotoma_831.7","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15258","Monticchio_Neotoma_8323.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15259","Monticchio_Neotoma_833.7","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15260","Monticchio_Neotoma_8335.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15261","Monticchio_Neotoma_834.4","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15262","Monticchio_Neotoma_8343.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15263","Monticchio_Neotoma_8355.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15264","Monticchio_Neotoma_836.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15265","Monticchio_Neotoma_8368","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15266","Monticchio_Neotoma_837.1","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15267","Monticchio_Neotoma_8373.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15268","Monticchio_Neotoma_838.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15269","Monticchio_Neotoma_839.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15270","Monticchio_Neotoma_8394.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15271","Monticchio_Neotoma_840","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15272","Monticchio_Neotoma_8404.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15273","Monticchio_Neotoma_8412","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15274","Monticchio_Neotoma_8416.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15275","Monticchio_Neotoma_842.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15276","Monticchio_Neotoma_8422.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15277","Monticchio_Neotoma_8423","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15278","Monticchio_Neotoma_8425","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15279","Monticchio_Neotoma_8428.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15280","Monticchio_Neotoma_843.2","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15281","Monticchio_Neotoma_8432.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15282","Monticchio_Neotoma_8434.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15283","Monticchio_Neotoma_8443.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15284","Monticchio_Neotoma_8445.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15285","Monticchio_Neotoma_845.2","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15286","Monticchio_Neotoma_8454.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15287","Monticchio_Neotoma_8456.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15288","Monticchio_Neotoma_8458.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15289","Monticchio_Neotoma_846.3","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15290","Monticchio_Neotoma_8460","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15291","Monticchio_Neotoma_8461.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15292","Monticchio_Neotoma_8475.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15293","Monticchio_Neotoma_848.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15294","Monticchio_Neotoma_849.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15295","Monticchio_Neotoma_8497.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15296","Monticchio_Neotoma_8500.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15297","Monticchio_Neotoma_8505.2","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15298","Monticchio_Neotoma_851.3","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15299","Monticchio_Neotoma_8515.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15300","Monticchio_Neotoma_8534.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15301","Monticchio_Neotoma_854.2","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15302","Monticchio_Neotoma_855","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15303","Monticchio_Neotoma_8554.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15304","Monticchio_Neotoma_8559.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15305","Monticchio_Neotoma_8571.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15306","Monticchio_Neotoma_8576.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15307","Monticchio_Neotoma_858.49","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15308","Monticchio_Neotoma_858.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15309","Monticchio_Neotoma_858.7","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15310","Monticchio_Neotoma_8586.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15311","Monticchio_Neotoma_8596.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15312","Monticchio_Neotoma_86.2","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15313","Monticchio_Neotoma_8600.8","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15314","Monticchio_Neotoma_861.1","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15315","Monticchio_Neotoma_8615.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15316","Monticchio_Neotoma_8626.9","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15317","Monticchio_Neotoma_863","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15318","Monticchio_Neotoma_8636.1","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15319","Monticchio_Neotoma_864.9","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15320","Monticchio_Neotoma_8643.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15321","Monticchio_Neotoma_8656.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15322","Monticchio_Neotoma_8662.3","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15323","Monticchio_Neotoma_8667.4","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15324","Monticchio_Neotoma_867.4","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15325","Monticchio_Neotoma_8674.6","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15326","Monticchio_Neotoma_8675.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15327","Monticchio_Neotoma_8691.5","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15328","Monticchio_Neotoma_8695.7","plant remains","Europe","Monticchio",15.608333,40.944444,107000,116000
"15329","Monticchio_Neotoma_8701.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15330","Monticchio_Neotoma_8704.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15331","Monticchio_Neotoma_871.4","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15332","Monticchio_Neotoma_8718","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15333","Monticchio_Neotoma_8733.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15334","Monticchio_Neotoma_8743.1","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15335","Monticchio_Neotoma_875.3","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15336","Monticchio_Neotoma_8759.3","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15337","Monticchio_Neotoma_8761.3","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15338","Monticchio_Neotoma_8762.7","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15339","Monticchio_Neotoma_877.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15340","Monticchio_Neotoma_877.9","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15341","Monticchio_Neotoma_8779.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15342","Monticchio_Neotoma_88.6","plant remains","Europe","Monticchio",15.608333,40.944444,0,14000
"15343","Monticchio_Neotoma_880.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15344","Monticchio_Neotoma_8806","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15345","Monticchio_Neotoma_881.4","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15346","Monticchio_Neotoma_8829","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15347","Monticchio_Neotoma_884.1","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15348","Monticchio_Neotoma_8841.2","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15349","Monticchio_Neotoma_8851","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15350","Monticchio_Neotoma_8857.1","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15351","Monticchio_Neotoma_886.7","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15352","Monticchio_Neotoma_8861.6","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15353","Monticchio_Neotoma_8865.1","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15354","Monticchio_Neotoma_8868","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15355","Monticchio_Neotoma_8869.2","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15356","Monticchio_Neotoma_8881.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15357","Monticchio_Neotoma_8886.5","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15358","Monticchio_Neotoma_889.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15359","Monticchio_Neotoma_890.5","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15360","Monticchio_Neotoma_8901.8","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15361","Monticchio_Neotoma_891.82","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15362","Monticchio_Neotoma_891.83","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15363","Monticchio_Neotoma_8924","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15364","Monticchio_Neotoma_8945.1","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15365","Monticchio_Neotoma_895.8","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15366","Monticchio_Neotoma_8964.2","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15367","Monticchio_Neotoma_8969.8","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15368","Monticchio_Neotoma_898.6","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
"15369","Monticchio_Neotoma_8983.1","plant remains","Europe","Monticchio",15.608333,40.944444,116000,130000
"15370","Monticchio_Neotoma_899.7","plant remains","Europe","Monticchio",15.608333,40.944444,14000,29000
